count,source,city,state,zip code,latitude,longitude,circulation,scope
11,Yakima Herald-Republic,Yakima,Washington,98901,46.60508715,-120.5029973,no data,no data
11,axios.com,Seattle,Washington,98101,47.6157,-122.336,no data,no data
11,baxterbulletin.com,Dallas,Texas,75270,32.7767,-96.797,no data,no data
11,buzzfeed.com,Washington,District of Columbia,20068,38.9072,-77.0369,no data,National
11,clickondetroit.com,Ashburn,Virginia,20149,39.0469,-77.4903,no data,no data
11,cnbc.com,Kenner,Louisiana,70062,29.9949065,-90.2567097,no data,National
11,ctpost.com,Dallas,Texas,75270,32.7767,-96.797,no data,no data
11,deadline.com,Campbell,Texas,75422,33.1549215,-95.9537506,no data,no data
11,fox43.com,Portland,Oregon,97207,45.5235,-122.676,no data,Regional
11,hollywoodlife.com,San Francisco,California,94110,37.7506,-122.4121,no data,no data
11,hollywoodreporter.com,San Francisco,California,94110,37.7506,-122.4121,no data,no data
11,tallahassee.com,Tallahassee,Florida,no data,30.4380832,-84.2809332,no data,Local
11,timesofisrael.com,no data,no data,no data,,,no data,no data
11,timesunion.com,Dallas,Texas,75270,32.7767,-96.797,no data,no data
11,tulsaworld.com,Newark,New Jersey,7175,40.7357,-74.1724,no data,no data
10,25 News,Hilton Village,Virginia,23605,37.03768745,-76.45124739,no data,no data
10,4029tv.com,San Francisco,California,94107,37.721,-122.391,no data,no data
10,ABCNews,Portland,Oregon,97207,45.5235,-122.676,no data,National
10,Albany Times Union,Town of Colonie,New York,12211,42.72777755,-73.79319495,no data,no data
10,Aljazeera.com,Dublin,Ohio,43017,40.0992,-83.1141,no data,no data
10,Boston 25 News,City Center,Virginia,23606,37.07781543,-76.4717419,no data,no data
10,CBS Chicago on MSN.com,Kent,Washington,98032,47.38815415,-122.2468448,no data,Regional
10,CNET,Louisville,Kentucky,40202,38.2577278,-85.7629047,no data,no data
10,FOX 10 News Phoenix,Cincinnati,Ohio,45203,39.10215815,-84.5255348,no data,no data
10,FOX 5 Atlanta,Villa Park,Georgia,30322,33.79654175,-84.3338085,no data,no data
10,FOX8 Cleveland,Cleveland,Ohio,no data,41.4996574,-81.6936772,no data,no data
10,Fox 5 San Diego,Fox Valley Way,California,92127,33.0123177,-117.1177132,no data,no data
10,Jezebel,no data,Oregon,United States,43.8450672,-121.9573558,no data,National
10,KAIT,Jonesboro,Arkansas,no data,35.8272257,-90.6949871,no data,no data
10,KALB,Town of Colonie,New York,12110,42.74801595,-73.79855564,no data,no data
10,KATU,Portland,Oregon,no data,45.5202471,-122.674194,no data,Local
10,KFDA,Amarillo,Texas,79108,35.2928294,-101.8454631,no data,no data
10,KFDI,Wichita,Kansas,67204,37.7614013,-97.3333776,no data,no data
10,KING5,Portland,Oregon,97207,45.5235,-122.676,no data,no data
10,KOAA.com Colorado Springs and Pueblo News,no data,no data,Colorado,38.7251776,-105.607716,no data,no data
10,KPRC Click2Houston,Prescott,Arizona,no data,34.6553753,-112.4184381,no data,no data
10,NBC Connecticut,Universal City,California,91608,34.1429637,-118.360565,no data,Regional
10,Raw Story,no data,Iowa,no data,42.0161612,-93.489194,no data,National
10,San Jose Mercury News,San Jose,California,95113,37.3375486,-121.8897162,no data,no data
10,Slate Magazine,Slate,West Virginia,no data,39.1359112,-81.445954,no data,National
10,THV 11,Jackson Township,Pennsylvania,17364,39.91637855,-76.8726599,no data,no data
10,The Desert Sun,Palm Springs,California,92262,33.8332425,-116.5030292,no data,no data
10,The Jerusalem Post Blogs,Malaga Township,Ohio,no data,39.8521672,-81.0947512,no data,no data
10,The News Tribune,Tacoma,Washington,no data,47.2455013,-122.438329,no data,Local
10,The Register Citizen,Register,Georgia,no data,32.3671237,-81.8840039,no data,no data
10,The San Diego Union-Tribune,San Diego,California,92101,32.73336075,-117.1922464,101120,no data
10,The Week Magazine,Magazine,Arkansas,no data,35.1509249,-93.8068652,no data,no data
10,TheWrap,San Francisco,California,94108,37.7922,-122.406,no data,National
10,WHAS11 News,Dallas,Texas,75270,32.7767,-96.797,no data,no data
10,WILX-TV,Onondaga Township,Michigan,49264,42.4442037,-84.5621963,no data,no data
10,WISN Milwaukee,Milwaukee,Wisconsin,53209,43.1117315,-87.9284538,no data,Local
10,WKOW,Madison,Wisconsin,no data,43.074761,-89.3837613,no data,no data
10,WLOX,Biloxi,Mississippi,no data,30.4007626,-88.8893818,no data,no data
10,WMDT,Salisbury,Maryland,no data,38.366027,-75.6009964,no data,no data
10,WOAI,Cibolo,Texas,78124,29.5016205,-98.1194526,no data,no data
10,WSMV,Davidson County,Tennessee,37209,36.140891,-86.865556,no data,no data
10,WTVA,Tupelo,Mississippi,no data,34.2576067,-88.7033859,no data,no data
10,WUSA9,Portland,Oregon,97207,45.5235,-122.676,no data,no data
10,WWBT,no data,Richmond,Virginia,37.5385087,-77.43428,no data,no data
10,WWMT-TV,no data,no data,no data,,,no data,no data
10,WXIX-TV,Newport,Kentucky,41071,39.0889469,-84.4919524,no data,no data
10,Yahoo Finance,Sunnyvale,California,no data,37.4181243,-122.0253802,no data,no data
10,boston.cbslocal.com,Boston,Massachusetts,no data,42.3554334,-71.060511,no data,no data
10,dailyprogress.com,no data,no data,Virginia,37.1232245,-78.4927721,no data,Regional
10,hotnewhiphop.com,Austin,Texas,78701,30.2682,-97.7462,no data,National
10,ndtv.com,Ashburn,Virginia,20149,39.0469,-77.4903,no data,no data
10,newyork.cbslocal.com,New York County,New York,10038,40.71029005,-74.00493832,no data,no data
10,reporternews.com,Abilene,Texas,no data,32.44645,-99.7475905,no data,Local
10,rt.com,Portland,Oregon,97266,45.48457555,-122.5798677,no data,no data
10,sports.yahoo.com,Sports,Texas,no data,30.87287,-95.0815144,no data,no data
9,13WMAZ.com,Portland,Oregon,97207,45.5235,-122.676,no data,no data
9,5 News,Fayetteville,Arkansas,72741,36.1291359,-94.1474319,no data,no data
9,7News Miami,Capitol Hill,Colorado,80203,39.7268335,-104.9857622,no data,no data
9,ABC17News.com,San Francisco,California,94108,37.7922,-122.406,no data,no data
9,BET,Portland,Oregon,97207,45.5235,-122.676,no data,no data
9,CBS 8 San Diego,Kent,Washington,98032,47.38815415,-122.2468448,no data,Local
9,CBS Boston,Kent,Washington,98032,47.38815415,-122.2468448,no data,no data
9,CNN International,Atlanta,Georgia,30337,33.6386762,-84.4199501,no data,no data
9,CNYcentral.com,Washington,District of Columbia,20068,38.9072,-77.0369,no data,no data
9,Clayton News,Clayton,North Carolina,27520,35.6538312,-78.4615768,no data,no data
9,Colorado Springs Gazette,Colorado Springs,Colorado,80903,38.8341343,-104.8239464,no data,no data
9,Commercial Appeal,Indianapolis,Indiana,46204,39.7766405,-86.1471132,13669,no data
9,Democracy Now!,Democracy,Missouri,65010,38.7614919,-92.2683787,no data,no data
9,E News,Los Angeles,California,90009,33.9424365,-118.3973435,no data,no data
9,FOX 29 News Philadelphia,Cincinnati,Ohio,45203,39.10215815,-84.5255348,no data,no data
9,FOX 4 News,Cincinnati,Ohio,45203,39.10215815,-84.5255348,no data,no data
9,Florida Today,Palm Bay,Florida,32907,27.9939605,-80.6264649,12510,no data
9,Gwinnett Daily Post,Lawrenceville,Georgia,30046,33.9570411,-83.9898224,no data,no data
9,Hastings Tribune,Hastings,Minnesota,55033,44.7426933,-92.8518697,5066,no data
9,Herald &amp; Review,no data,no data,Illinois,40.0796606,-89.4337288,no data,Local
9,KCBD-TV,Lubbock,Texas,79404,33.5422718,-101.8375829,no data,no data
9,KFYR TV,County Road 136,North Dakota,no data,46.6052728,-100.8087398,no data,no data
9,KRDO,Colorado Springs,Colorado,80905,38.82835315,-104.8401838,no data,no data
9,KRGV,La Feria,Texas,78559,26.1653532,-97.8127738,no data,no data
9,KSBW The Central Coast,Summit Road,California,95976,37.0575367,-121.77613,no data,no data
9,KTTC,Rochester,Minnesota,no data,44.0234387,-92.4630182,no data,no data
9,KUSI,Newark,New Jersey,7175,40.7357,-74.1724,no data,no data
9,Knoxville News Sentinel,Knoxville,East Tennessee,Tennessee,35.9653433,-83.9492537,19497,Local
9,Lexington Herald Leader,Lexington,Kentucky,no data,38.0464066,-84.4970393,no data,no data
9,MLB,Melbourne,Florida,32901,28.1027201,-80.64815801,no data,no data
9,MS NEWS NOW,no data,no data,Mississippi,32.9715285,-89.7348497,no data,no data
9,NBC Los Angeles,Universal City,California,91608,34.1429637,-118.360565,no data,no data
9,NBC15,Seattle,Washington,98109,47.6222,-122.337,no data,no data
9,NBC2 News,no data,no data,no data,,,no data,no data
9,NJ.com on MSN.com,no data,no data,New Jersey,40.0757384,-74.4041622,no data,no data
9,Northwest Herald,Herald,Virginia,no data,36.9878819,-82.4020923,14820,no data
9,The Daily Voice,no data,City of New York,New York,40.7127281,-74.0060152,no data,Regional
9,The New York Times,Edison,New Jersey,8837,40.5190554,-74.34892139,no data,no data
9,TribLIVE.com,no data,no data,no data,,,no data,no data
9,U.S. News &amp; World Report,Franklin Township,Ohio,United States,39.93996895,-83.03547674,no data,no data
9,WAFF,Huntsville,Alabama,no data,34.729847,-86.5859011,no data,no data
9,WBKO,Bowling Green,Kentucky,42101,36.9903199,-86.4436018,no data,no data
9,WDBJ7,Seattle,Washington,98109,47.6222,-122.337,no data,no data
9,WEAU,Eau Claire,Wisconsin,no data,44.811349,-91.4984941,no data,no data
9,WECT-TV6,no data,no data,no data,,,no data,no data
9,WFLA,Boyette,Florida,no data,27.8425281,-82.2626682,no data,no data
9,WFMY News2,Davis Country Road,North Carolina,27317,35.8704902,-79.8400331,no data,no data
9,WFMZ-TV,Allentown,Pennsylvania,no data,40.6022059,-75.4712794,no data,no data
9,WGHP,High Point,North Carolina,no data,35.9556924,-80.0053176,no data,no data
9,WIS,Columbia,South Carolina,no data,34.0007493,-81.0343313,no data,no data
9,WNDU,Notre Dame,Indiana,46624,41.700909,-86.24927569,no data,no data
9,WSBT-TV,South Bend,Indiana,no data,41.6833813,-86.2500066,no data,no data
9,WTOC,Savannah,Georgia,31406,32.0666994,-81.15603769,no data,no data
9,WTOK,Crestview Circle,Mississippi,39301,32.3276141,-88.6912063,no data,no data
9,Wichita Eagle,Fort Worth,Texas,76179,32.8645717,-97.4367462,no data,Local
9,YDR,Ashburn,Virginia,20147,39.018,-77.539,no data,no data
9,argusleader.com,no data,no data,South Dakota,44.6471761,-100.348761,no data,Local
9,mediaite.com,no data,no data,no data,,,no data,no data
9,pennlive.com,no data,no data,Pennsylvania,40.9699889,-77.7278831,no data,Local
9,rawstory.com,no data,no data,no data,,,no data,no data
9,spacecoastdaily.com,The Dalles,Oregon,97058,45.5945,-121.1786,no data,no data
9,statesman.com,Lightfoot,Virginia,21887,37.3528697,-76.7704354,no data,no data
9,theatlantic.com,San Francisco,California,94107,37.721,-122.391,no data,National
8,ABC10,Portland,Oregon,97207,45.5235,-122.676,no data,no data
8,Al Jazeera English,no data,Kansas,no data,37.8882168,-95.3170208,no data,no data
8,Bangor Daily News,Ellsworth,Maine,4605,44.5411263,-68.42459251,22710,no data
8,Bay News 9,no data,Florida,no data,30.2481693,-85.6593633,no data,no data
8,CBS Baltimore / WJZ,Kent,Washington,98032,47.38815415,-122.2468448,no data,no data
8,CBS Dallas on MSN.com,Kent,Washington,98032,47.38815415,-122.2468448,no data,no data
8,Daily Press,no data,no data,Virginia,37.1232245,-78.4927721,2243,Regional
8,Deadspin,no data,no data,no data,,,no data,no data
8,FOX19,Seattle,Washington,98108,47.6229,-122.337,no data,no data
8,Fayetteville Observer,Fayetteville,Arkansas,no data,36.0625843,-94.1574328,5835,Local
8,Huntington Herald Dispatch,Huntington,West Virginia,25701,38.4199804,-82.44215214,no data,no data
8,KARE 11,Golden Valley,Minnesota,55427,44.98338565,-93.39107236,no data,no data
8,KATV,Little Rock,Arkansas,no data,34.7465071,-92.2896267,no data,no data
8,KCRA,Twin Cities Road,California,95690,38.2644619,-121.4904129,no data,no data
8,KERO-TV,Bakersfield,California,no data,35.3738712,-119.0194639,no data,no data
8,KGW8,San Diego,California,92101,32.7157,-117.161,no data,no data
8,KOLO TV,Reno,Nevada,89502,39.5102225,-119.7590748,no data,no data
8,KRCRTV.COM,Richardson,Texas,75081,32.9473,-96.7028,no data,no data
8,KREM.com,Spokane,Washington,no data,47.6571934,-117.42351,no data,no data
8,KRIV,Houston,Texas,no data,29.7589382,-95.3676974,no data,no data
8,KTIC,no data,no data,no data,,,no data,no data
8,KVOA Tucson News,Bigelow Trail #520,Arizona,85619,32.4154987,-110.714052,no data,no data
8,Knox News,Knox County,Tennessee,37919,35.93428125,-84.01275747,no data,no data
8,Modesto Bee,Albuquerque,New Mexico,87113,35.18938,-106.5593842,13947,no data
8,My MotherLode,West Hollywood,California,90069,34.0838612,-118.38516,no data,no data
8,MyPalmBeachPost,Council Bluffs,Iowa,,41.2619,-95.8608,no data,Local
8,MyStatesman.com,Council Bluffs,Iowa,,41.2619,-95.8608,no data,no data
8,Myrtle Beach Sun News,Myrtle,Minnesota,no data,43.5644039,-93.1635346,no data,no data
8,Savannah Morning News,Savannah,Georgia,no data,32.0790074,-81.0921335,7868,no data
8,Springfield News-Leader,Springfield,Missouri,65806,37.21463795,-93.29331196,no data,no data
8,Talking Points Memo,Scottsdale,Arizona,85258,33.54538445,-111.8852555,no data,no data
8,The Daily Nonpareil,Nonpareil,Nebraska,no data,42.3721847,-103.1813117,no data,no data
8,The Herald,Fargo,North Dakota,58105,46.879182,-96.78874228,no data,no data
8,The Journal News,Chelsea Estates,Delaware,19720,39.69558665,-75.59903256,no data,no data
8,The Plain Dealer  Cleveland on MSN.com,Plain,Wisconsin,no data,43.2788776,-90.0437354,no data,no data
8,TigerDroppings.com,Boydton,Virginia,23917,36.677696,-78.37471,no data,no data
8,Times Free Press,Hamilton County,Tennessee,37403,35.04152425,-85.30569699,no data,no data
8,WAND,Decatur,Illinois,no data,39.8454163,-88.9524151,no data,no data
8,WCCB,Charlotte,North Carolina,no data,35.2272086,-80.8430827,no data,no data
8,WCYB,Washington,District of Columbia,20068,38.9072,-77.0369,no data,no data
8,WDAM-TV,Laurel,Mississippi,39440,31.6940509,-89.1306124,no data,no data
8,WFSB,no data,Capitol Planning Region,Connecticut,41.764582,-72.6908547,no data,no data
8,WGAL Lancaster,Rohrerstown,Pennsylvania,17603,40.0371858,-76.33832458,no data,no data
8,WHIZ News,no data,Minnesota,United States,47.96611935,-91.17178406,no data,no data
8,WHSV,North Main Street,Virginia,22802,38.44983945,-78.86801505,no data,no data
8,WKYC-TV,Parma,Ohio,44134,41.3860397,-81.6890953,no data,Local
8,WLTX19,no data,no data,no data,,,no data,no data
8,WMBF News,Myrtle Beach,South Carolina,29577,33.7118603,-78.9028033,no data,no data
8,WNDU-TV,South Bend,Indiana,no data,41.6833813,-86.2500066,no data,no data
8,WVUE FOX 8 News,Chalmette,Louisiana,70043,29.9543768,-89.949567,no data,no data
8,WWL,Ashburn,Virginia,20149,39.0438,-77.4874,no data,no data
8,WYMT,Fourseam Br Road,Kentucky,41701,37.1939839,-83.1810055,no data,no data
8,WZZM,Grand Rapids,Michigan,no data,42.9632425,-85.6678639,no data,no data
8,WZZM13.com,Portland,Oregon,97207,45.5235,-122.676,no data,no data
8,beaumontenterprise.com,Dallas,Texas,75270,32.7767,-96.797,no data,no data
8,caledonianrecord.com,Newark,New Jersey,7175,40.7357,-74.1724,no data,no data
8,jpost.com,no data,no data,no data,,,no data,no data
8,ktva.com,Ashburn,Virginia,20149,39.0438,-77.4874,no data,no data
8,kwwl.com,Newark,New Jersey,7175,40.7357,-74.1724,no data,no data
8,syracuse.com,Syracuse,Utah,84075,41.1100739,-112.0478083,no data,no data
8,thespun.com,San Francisco,California,94107,37.721,-122.391,no data,no data
8,wegotthiscovered.com,San Francisco,California,94107,37.7803,-122.39,no data,no data
8,wgrz.com,Town of Wales,New York,14139,42.7183937,-78.5630792,no data,Local
7,13abc Action News,no data,no data,no data,,,no data,no data
7,19 KYTX,US Highway 181 Business,Texas,78102,28.4452744,-97.7641649,no data,no data
7,ABC on MSN.com,Madison,Wisconsin,53704,43.1420815,-89.33774534,no data,no data
7,ABC2 News,Ashburn,Virginia,20149,39.0438,-77.4874,no data,no data
7,Access WDUN,Access,Kentucky,no data,38.2092493,-83.0710052,no data,no data
7,Bradenton Herald,Bradenton,Florida,no data,27.4989278,-82.5748194,8504,no data
7,Breitbart News,Tampa,Florida,33609,27.9433,-82.526,no data,no data
7,BuzzFeed News on MSN.com,Madison,Wisconsin,53704,43.1420815,-89.33774534,no data,no data
7,CBS San Francisco,Transbay,California,94105,37.7865067,-122.3970659,no data,no data
7,Chattanoogan.com,Hamilton County,Tennessee,37402,35.04083885,-85.30983082,no data,no data
7,Chronicle Telegram,Elyria,Ohio,44035,41.3655551,-82.1043683,no data,Regional
7,Dallas Morning News on MSN.com,Dallas,Texas,no data,32.7762719,-96.7968559,no data,no data
7,Democracy Now,Democracy,Missouri,65010,38.7614919,-92.2683787,no data,no data
7,Deutsche Welle,no data,no data,no data,,,no data,no data
7,Evansville Courier & Press,Evansville,Indiana,no data,37.9746725,-87.56017546,8651,no data
7,"FOX 13 News, Tampa Bay",Hillsborough County,33606,United States,27.910023,-82.449261,no data,no data
7,FOX 17,Grand Rapids,Michigan,49525,43.01840895,-85.63198043,no data,no data
7,FOX 5 DC,Friendship Heights,District of Columbia,20007,38.9565963,-77.0832809,no data,no data
7,FOX43,Portland,Oregon,97207,45.5235,-122.676,no data,no data
7,Florida Times-Union,Jacksonville,Florida,32202,30.3249947,-81.6623765,16264,Local
7,Fox,Cincinnati,Ohio,45203,39.10215815,-84.5255348,no data,no data
7,Grand Forks Herald,Grand Forks,North Dakota,58206,47.9258449,-97.0333537,no data,no data
7,Journal & Courier,no data,no data,no data,,,no data,no data
7,KBTX,County Road 183,Texas,77830,30.5545954,-96.0312851,no data,no data
7,KFVS,Blackfoot Lane,Missouri,no data,37.429494,-89.5039839,no data,no data
7,KHQ,East Tower Mountain Lane,Washington,no data,47.5814245,-117.2971267,no data,no data
7,KHQ Right Now,East Tower Mountain Lane,Washington,no data,47.5814245,-117.2971267,no data,no data
7,KOLO,no data,no data,no data,,,no data,no data
7,KPNX,Mesa,Arizona,no data,33.4151005,-111.831455,no data,no data
7,KTAR.com,Phoenix,Arizona,85013,33.51412645,-112.0740643,no data,no data
7,KTHV,Little Rock,Arkansas,no data,34.7465071,-92.2896267,no data,no data
7,KTVB,Garden City,Idaho,United States,43.6008183,-116.2421086,no data,no data
7,KTVQ Billings News,Coburn Road,Montana,59101,45.7669408,-108.4580146,no data,no data
7,LancasterOnline,Newark,New Jersey,7175,40.7357,-74.1724,no data,no data
7,Los Angeles Daily News,no data,no data,no data,,,no data,no data
7,Marietta Daily Journal,Marietta,Georgia,no data,33.9528472,-84.5496148,no data,no data
7,MarketWatch on MSN.com,Madison,Wisconsin,53704,43.1420815,-89.33774534,no data,no data
7,Memphis Commercial Appeal,Shelby County,Tennessee,38103,35.13891585,-90.04108774,no data,no data
7,Military.com,Oklahoma City,Oklahoma,no data,35.46918845,-97.50768952,no data,no data
7,MyArkLaMis,no data,no data,no data,,,no data,no data
7,NBC,Universal City,California,91608,34.1429637,-118.360565,no data,no data
7,New Jersey 101.5 FM Radio,New,Kentucky,no data,38.4278468,-84.8105037,no data,no data
7,News965,Ashburn,Virginia,20149,39.0438,-77.4874,no data,no data
7,Newsweek,Ashburn,Virginia,20149,39.0438,-77.4874,no data,no data
7,NorthEscambia,Pittsburgh,Pennsylvania,15203,40.4297,-79.9699,no data,no data
7,Snopes.com,Washington,District of Columbia,20068,38.9072,-77.0369,no data,no data
7,TAPinto,no data,no data,no data,,,no data,no data
7,TMJ4,Washington,District of Columbia,20068,38.9072,-77.0369,no data,no data
7,The Bellingham Herald,Bellingham,Washington,no data,48.7544012,-122.478836,no data,no data
7,The Daily Advertiser,Town of Sand Lake,New York,12018,42.61485435,-73.57180354,no data,no data
7,The Denver Channel,no data,Denver,Colorado,39.7392364,-104.984862,no data,no data
7,The Epoch Times,Edgewood,New Mexico,87015,35.0864478,-106.1814909,no data,no data
7,The Herald-News,Southgate,Michigan,48195,42.2105632,-83.2240428,no data,no data
7,The News-Star,Medford,Wisconsin,54451,45.1378143,-90.3476156,no data,no data
7,Valley News,Lebanon,New Hampshire,3784,43.6269498,-72.3203121,no data,no data
7,W*USA 9,Transbay,California,94103,37.78546955,-122.4004343,no data,no data
7,WBRC FOX6 News - WBRC.com,Menlo Park,California,94301,37.46727,-122.1607349,no data,no data
7,WDTN.com,Dayton,Ohio,no data,39.7589478,-84.1916069,no data,no data
7,WEAR,no data,no data,no data,,,no data,no data
7,WECT,Wilmington,North Carolina,no data,34.2257282,-77.9447107,no data,no data
7,WFAE,Charlotte,North Carolina,28202,35.2277364,-80.8373132,no data,no data
7,WGRZ-TV,Town of Wales,New York,14139,42.7183937,-78.5630792,no data,no data
7,WHOTV,San Francisco,California,94110,37.7506,-122.4121,no data,no data
7,WIFR,Rockford Township,Illinois,61101,42.2967563,-89.1708638,no data,no data
7,WISHTV8,no data,no data,no data,,,no data,no data
7,WKRN News 2,Las Vegas,Nevada,89111,36.1699,-115.14,no data,no data
7,WMBF,Myrtle Beach,South Carolina,29577,33.7118603,-78.9028033,no data,no data
7,WMC Action News 5,Airport Road,Nevada,no data,40.89614635,-117.8040662,no data,no data
7,WNEM-TV,Bay City,Michigan,48708,43.5944677,-83.8888648,no data,no data
7,WQAD,Lake Lynnwood,Illinois,61262,41.312318,-90.3794366,no data,no data
7,WTSP,Saint Petersburg,Florida,no data,27.7700475,-82.6359078,no data,no data
7,WTVC,Chattanooga,East Tennessee,Tennessee,35.0457219,-85.3094883,no data,no data
7,WTXL ABC 27,Midway,Florida,32343,30.4972694,-84.41170923,no data,no data
7,WXIX,Cincinnati,Ohio,45203,39.10215815,-84.5255348,no data,Local
7,amNY,no data,no data,no data,,,no data,no data
7,billingsgazette.com,Chicago,Illinois,60666,41.8781,-87.6298,no data,no data
7,expressnews.com,Dallas,Texas,75270,32.7767,-96.797,no data,no data
7,hindustantimes.com,Ashburn,Virginia,20149,39.0469,-77.4903,no data,no data
7,jezebel.com,no data,Oregon,United States,43.8450672,-121.9573558,no data,no data
7,news.trust.org,Franklin Township,Pennsylvania,17353,39.9264814,-77.3983193,no data,no data
7,newsitem.com,Chicago,Illinois,60666,41.8781,-87.6298,no data,no data
7,northjersey.com,Ashburn,Virginia,20147,39.018,-77.539,no data,no data
7,variety.com,San Benito,Texas,78586,26.1429594,-97.673472,no data,no data
7,vulture.com,no data,Florida,United States,25.6928814,-80.7103401,no data,National
7,washingtontimes.com,Ashburn,Virginia,20149,39.0438,-77.4874,no data,National
6,12news.com,Phoenix,Arizona,85005,33.4376128,-112.001736,no data,no data
6,247 Sports,Sports,Texas,no data,30.87287,-95.0815144,no data,no data
6,89.3 KPCC,Pasadena,California,91105,34.137694,-118.1485581,no data,no data
6,9News.com KUSA,Kusa,Oklahoma,74431,35.4492703,-95.9241634,no data,no data
6,ABC7 San Francisco,San Diego,California,92101,32.73336075,-117.1922464,no data,no data
6,Abilene Reporter-News,Abilene,Texas,79601,32.4498597,-99.73390816,no data,no data
6,Albany Herald,City of Albany,New York,no data,42.6511674,-73.754968,no data,no data
6,Arizona Republic on MSN.com,no data,no data,Arizona,34.395342,-111.763275,no data,no data
6,Ars Technica,Technica Segment,Arizona,no data,33.6204601,-112.5170856,no data,no data
6,Asheville Citizen-Times,Asheville,North Carolina,no data,35.595363,-82.5508407,7132,no data
6,Bakersfield Now,Bakersfield,California,no data,35.3738712,-119.0194639,no data,no data
6,Baltimore Su,Oakland,Missouri,63126,38.5734854,-90.3860329,no data,no data
6,Bluefield Daily Telegraph,Bluefield,West Virginia,24701,37.26517675,-81.23666386,no data,no data
6,Bustle,no data,Kentucky,United States,37.22501885,-84.27359163,no data,no data
6,CBS Minnesota / WCCO,Kent,Washington,98032,47.38815415,-122.2468448,no data,no data
6,CBS News on MSN.com,Kent,Washington,98032,47.38815415,-122.2468448,no data,no data
6,CBS Pittsburgh / KDKA,Kent,Washington,98032,47.38815415,-122.2468448,no data,no data
6,CBS Sacramento on MSN.com,Kent,Washington,98032,47.38815415,-122.2468448,no data,no data
6,CBS46 News Atlanta,Atlanta,Georgia,no data,33.7489924,-84.3902644,no data,no data
6,CNBC on MSN.com,Kenner,Louisiana,70062,29.9949065,-90.2567097,no data,no data
6,CapitalGazette.com,Portland,Oregon,97207,45.5235,-122.676,no data,no data
6,Dallas Morning,Farmers Branch,Texas,United States,32.91772015,-96.85844482,no data,no data
6,Dayton Daily News,Dayton,Ohio,45402,39.757976,-84.19361547,38156,no data
6,Delaware State News,City of Albany,New York,12209,42.6399299,-73.7845441,no data,no data
6,Democrat and Chronicle,Democrat,Texas,no data,31.6873765,-98.6586564,no data,no data
6,DesMoinesRegister.com,Ashburn,Virginia,20147,39.018,-77.539,no data,no data
6,EverythingLubbock.com,San Francisco,California,94107,37.721,-122.391,no data,no data
6,Fox News Insider,Cincinnati,Ohio,45203,39.10215815,-84.5255348,no data,no data
6,Journal Times,Savanna,Illinois,61074,42.093808,-90.15688775,no data,no data
6,KARK,San Francisco,California,94107,37.721,-122.391,no data,no data
6,KHNL,Honolulu,Hawaii,no data,21.304547,-157.855676,no data,no data
6,KOKI FOX 23,Cincinnati,Ohio,45203,39.10215815,-84.5255348,no data,no data
6,KSBY 6,San Luis Obispo,California,93405,35.23883935,-120.6848403,no data,no data
6,KSLA-TV,Ksla Road,Louisiana,71107,32.6744656,-93.9333433,no data,no data
6,KSTP,Saint Paul,Minnesota,55106,44.933328,-93.06093363,no data,Local
6,KTUL,Tulsa,Oklahoma,no data,36.1563122,-95.9927516,no data,no data
6,KTVA,no data,Anchorage,Alaska,61.1758781,-149.1107333,no data,no data
6,KUSA on MSN.com,Kusa,Oklahoma,74431,35.4492703,-95.9241634,no data,no data
6,KVUE,Austin,Texas,no data,30.2711286,-97.7436995,no data,no data
6,KVUE.com,Austin,Texas,no data,30.2711286,-97.7436995,no data,no data
6,Long Beach Press Telegram,no data,Georgia,31316,31.7704898,-81.753725,no data,no data
6,Miami Herald on MSN.com,Miami,Florida,no data,25.7741728,-80.19362,no data,no data
6,Montgomery Community Media,Montgomery,Alabama,no data,32.3669656,-86.3006485,no data,no data
6,MyAJC,Ashburn,Virginia,20149,39.0438,-77.4874,no data,no data
6,MyCentralJersey,Ashburn,Virginia,20147,39.018,-77.539,no data,no data
6,NBC 5,NBC Estates Subdivision,East Tennessee,Tennessee,36.4916209,-83.51934687,no data,no data
6,NBC4i.com,San Francisco,California,94107,37.721,-122.391,no data,no data
6,National Basketball Association,National,West Virginia,26502,39.5863598,-80.0383863,no data,no data
6,NewsOK.com,Washington,District of Columbia,20068,38.9072,-77.0369,no data,no data
6,NewsTimes Danbury,no data,Western Connecticut Planning Region,Connecticut,41.394817,-73.4540111,no data,no data
6,Newser,Boydton,Virginia,23917,36.677696,-78.37471,no data,no data
6,Northwest Indiana Times,no data,no data,Indiana,40.3270127,-86.1746933,no data,no data
6,Opelika Auburn News,Opelika,Alabama,36801,32.6454116,-85.3782795,no data,no data
6,Page Six,no data,Virginia,no data,38.6002354,-78.5016516,no data,no data
6,Politifact,no data,no data,no data,,,no data,no data
6,Press Herald,South Portland,Maine,4106,43.6391159,-70.35444285,no data,no data
6,Richmond,no data,Richmond,Virginia,37.5385087,-77.43428,no data,no data
6,SILive.com,Seattle,Washington,98108,47.6229,-122.337,no data,no data
6,Salina Post,Salina,Utah,84654,38.958062,-111.8586375,no data,no data
6,Salinas Californian,Salinas,California,no data,36.6744117,-121.655037,no data,no data
6,San Diego Union-Tribune on MSN.com,San Diego,California,92101,32.73336075,-117.1922464,no data,no data
6,Space Coast Daily,Huntington Beach,California,no data,33.68307395,-117.9447978,no data,no data
