file_id,year_month,title,loc,text,scope,year,month,city,state,region
132615663,1961-12,Wall Street Journal  (1923-),"new york, ny","General Flsenhrtu or hus accepted the honorary of an anti-Infiatlonary group know an the Council for N:conomic Growth and Security, Inc. Dr ,lames Tobin of the Freside nt s Conncll of Advisers says he s having thoughts on the desirability of creeping inflation.",national,1961,12,new york,new york,northeast
1868512307,1978-06,Courier-Journal (1923-) The,louisville,Current economic theory views the balance between inflation and unemployment unemployment as a trade-off.,local,1978,6,louisville,kentucky,southeast
655247711,1976-01,Boston Globe (1960-),"boston, mass","Asked to cite his biggest disappointment since taking office, Mr. Ford said it would have to be his frustration at being unable to ""turn a switch"" and conquer both inflation and unemployment.",local,1976,1,boston,massachusetts,northeast
115648267,1964-01,New York Times  (1923-),"new york, ny","Careful economic planning has maintained over-all !stability despite some inflation and budget imbalance, and private capital, both foreign and domestic, is di-awing up important expansion plans.",national,1964,1,new york,new york,northeast
123170753,1977-12,New York Times  (1923-),"new york, ny","MEXICO CITY, Dec. 16 The Mexican Government plans a cautious relaxation of its austerity program next year, allowing the economy to grow by about 5 percent but still maintaining its fight against inflation.",national,1977,12,new york,new york,northeast
121266770,1980-12,New York Times  (1923-),"new york, ny","They burble enthusiastically about housing stability, a good investment, a hedge against inflation and future resale possibilities for their apartments.",national,1980,12,new york,new york,northeast
132706624,1961-02,Wall Street Journal  (1923-),"new york, ny","Growth, by the prevailing line of reasoning in the capital, poses a t o-fold demand for Federal planning of Deterring Inflation Ofticinl9 are quite that spurting C:uve_rnment plus recovery plus .v toward toll and full tail inevitably tempt price rises: it is deemed vital to deter many of them 12h tht, new array of techniques But while planned to counted upon as a way to a or control the of gro th, it is simultaneously rated a chief instrument for accomplishing that growth The pi Ice of long-term money must be brought down, by the Treasury's handling of its o n borrowings, by cooperative Federal Resen e System maneuvers tn the credit markets, by policies of the agencies, and by whatever other means seem suitable-to spur a rush of burro ing, spending, building, producing f But the price of short-term money mast be kept from falling, to keep portable capital from fleeing to more profitable foreign markets.",national,1961,2,new york,new york,northeast
120713270,1979-09,New York Times  (1923-),"new york, ny","These services and subsidies were beyond the state s fiscal capability and were in the long run self-defeating, as they contributed to increased inflation.",national,1979,9,new york,new york,northeast
1876578463,1968-03,Minneapolis Tribune (1964-1982),minneapolis,Two immediate steps against medical inflation recommended recommended by Mr. Johnson would need congressional approval. approval.,local,1968,3,minneapolis,minnesota,midwest
1884182379,1960-02,Cincinnati Enquirer (1923-),cincinnati,"""We are in a crisis of inflation which steadily saps the earnings ana savings of our people.",local,1960,2,cincinnati,ohio,midwest
1878312688,1974-09,Minneapolis Star (1947-1982),minneapolis,"Though few but the fanatic take devolution devolution seriously, it provides a little relief from the endless discussion of inflation, government crises, the coming election, the sagging economy and falling share prices.",local,1974,9,minneapolis,minnesota,midwest
1878259478,1974-08,Minneapolis Tribune (1964-1982),minneapolis,SILVER BULLION From Liberty Metals Financial protection against worsening worsening Inflation from a company with lofty Ideas about why you deserve an edge of our deleriorating economy.,local,1974,8,minneapolis,minnesota,midwest
148429224,1973-07,"Washington Post, Times Herald  (1959-1973) The","washington, dc","The basic tenet of the populist credo is that THEODORE J. JACOBS is executive director of the Center for Study of Responsive Law in Washington. economic concentration causes and perpetuates many of our domestic problems, including everyday ills such as inflation and overpricing.",national,1973,7,washington,district of columbia,northeast
1820467742,1974-12,Detroit Free Press (1923-),detroit,"Inflation Tide Ebbing, Commerce Chief Says BY DAVID KLEMENT Free Press Business Writer The current economic slump ""has several months to run"" but it appears that ""the back of inflation has been broken,"" Commerce Secretary Frederick B. Dent said in Detroit Detroit Monday.",local,1974,12,detroit,michigan,midwest
123951830,1979-10,New York Times  (1923-),"new york, ny","But such perceptions do not dawn on those whose polemical purpose is to exploit a scare number in order to scapegoat ""over-regulation"" for inflation, unemployment, and the decline of the dollar, innovation, productivity and the Chrysler Corporation.",national,1979,10,new york,new york,northeast
120776335,1979-08,New York Times  (1923-),"new york, ny","A Million Workers Struck Briefly Last Week A Million Workers Struck Briefly Last Week Inflation Presents a Threat To Begin Regime's Future By DAVID K. SHIPLER JERUSALEM--Prime Minister Menachem Begin may have won a Nobel Prize for peace, but most Israelis wouldn't give him the prize for economics.",national,1979,8,new york,new york,northeast
117665817,1966-11,New York Times  (1923-),"new york, ny","Slowdown Called 'Healthy' He noted that different persons, both inside and outside the Government, were reading recent economic statistics in different ways, with some reaching the conclusion that the business boom and inflation will continue and others concluding that they will not.",national,1966,11,new york,new york,northeast
1893053956,1976-07,Indianapolis Star (1923-),indianapolis,"As the nations gain strength again, ""inflation remains worrisome,"" said the department.",local,1976,7,indianapolis,indiana,midwest
1868026623,1974-01,Courier-Journal (1923-) The,louisville,"Like 94 of the 100 biggest earners on a list published by the National Tax Bureau, Han is in the real-estate business, a tribute to the enormous inflation in the land prices in this crowded island country.",local,1974,1,louisville,kentucky,southeast
1888675370,1975-12,Cincinnati Enquirer (1923-),cincinnati,"U is utilization, I is inflation jrXlS You and I are paying the bill.",local,1975,12,cincinnati,ohio,midwest
120570912,1975-04,New York Times  (1923-),"new york, ny","Also reflecting current Ilfestyles and the ""economic climate,"" according to Mr. Levine, were a series of ""inflation "" rooms, ranging in price from $2,100 for a patio, and $2,500' for a bedroom, to $12,000 for a split level living/dining room.",national,1975,4,new york,new york,northeast
1819014352,1965-03,Detroit Free Press (1923-),detroit,"As for silver as a hedge against inflation, it ranks well down on the list of traditional hedges.",local,1965,3,detroit,michigan,midwest
1878497271,1976-03,Minneapolis Star (1947-1982),minneapolis,"He had pointed out that In his area man"" families had $.001 incomes incomes and homes that inflation had made worth $25,000.",local,1976,3,minneapolis,minnesota,midwest
158531471,1978-04,Los Angeles Times (1923-1995),"los angeles, calif","But an energy price rise in the short run would help to stabilize the dollar and to reduce U.S. dependence on imported oil, he said, so that it would have a ""stabilizing"" influence on the inflation rate, On other issues, Blumenthal said: -Unemployment, at 6.1% in Feb- ruary, will ""continue to fall gradually.",local,1978,4,los angeles,california,west
569250670,1974-01,New Journal and Guide (1916-),"norfolk, va","The summing-up for the past 12 months produced lugubrious litany of political corruption inflation fuel shortages and assorted other crises foreign and domestic BEFORE WE sink too deeply in 1974, we need to be reminded that 1973 was not as villainous as it has been pictured For unless the prevailing impression is changed before it hardens 1973 will acquire permanent stigma of the type that sullies the good name of 1929.",local,1974,1,norfolk,virginia,southeast
169312030,1974-08,Chicago Tribune (1963-1996),"chicago, ill","In the last 10 years expenditures for food away from home, expressed in constant dollars [adjusted for inflation], in- creased by 31.5 per cent.",local,1974,8,chicago,illinois,midwest
1877562777,1971-01,Minneapolis Tribune (1964-1982),minneapolis,"Also inflation, unemployment, unemployment, race relations, generation generation gaps, hair of all lengths, and politicians and psychiatrists of all kinds.",local,1971,1,minneapolis,minnesota,midwest
158663441,1978-10,Los Angeles Times (1923-1995),"los angeles, calif","The council said the underlying rate of inflation-meaning that vola- tile changes in food and energy prices had not been counted-increased to more than 7% at an annual rate in calendar 1978, up from 6% last year.",local,1978,10,los angeles,california,west
1876306256,1966-09,Minneapolis Tribune (1964-1982),minneapolis,"Gullander, president of the NAM, testified that in fighting inflation ""the principal principal effort must be on the side of reducing government spending.""",local,1966,9,minneapolis,minnesota,midwest
134293599,1978-02,Wall Street Journal  (1923-),"new york, ny","This happened, as the chart shows. between 1965 and 196t, a time of economic expansion but also accelerating inflation.",national,1978,2,new york,new york,northeast
119378577,1971-03,New York Times  (1923-),"new york, ny","The recent change in Government policy, from fighting inflation to reducing unemployment, is self-evident.",national,1971,3,new york,new york,northeast
424013993,1980-11,New York Times,"new york, ny","While his advisers say they would be ''modest,'' perhaps not more than $20 billion above Mr. Carter's figure in 1985  when inflation assumptions are equalized, the Carter team says that Mr. Reagan has already promised so many new defense items that spending would have to grow  rapidly.",national,1980,11,new york,new york,northeast
134476989,1980-02,Wall Street Journal  (1923-),"new york, ny",What's News Business and Finance Spending cuts by the government appear more likely as a response to soaring inflation.,national,1980,2,new york,new york,northeast
1893013480,1975-12,Indianapolis Star (1923-),indianapolis,"""To cushion workers against the effects effects of inflation, unions are expected to demand not only 'normal' wage increases, increases, but also catch-up wage boosts and escalator clauses in their contracts;"" contracts;"" the board said in a summary of the Forum survey findings used for the 1976 forecast.",local,1975,12,indianapolis,indiana,midwest
158342261,1977-07,Los Angeles Times (1923-1995),"los angeles, calif","""As a policy matter, we are not faced with a choice between compet- ing alternatives, but rather with a straightforward imperative to fight inflation if we want to conquer unem- .""",local,1977,7,los angeles,california,west
294017470,1980-11,Boston Globe (pre-1997 Fulltext),"boston, mass","""If the public thinks high inflation is here to stay, we're going to have a tough time,"" Matz said in a recent interview.",local,1980,11,boston,massachusetts,northeast
119897307,1973-05,New York Times  (1923-),"new york, ny","The structure of the speech compresses into a single sentence: ""Although it is clearly unreasonable that I as Presidentlaboring full-time to bring peace to our generation and to combat inflation and to make it safe to walk the streets at  be held responsible for the excesses and minor illegalities of the entire execu- tive and political staffs, nevertheless, because I am that hind of man, I do accept responsibility, and commence my discharge of it here tonight by tiring two innocent men.""",national,1973,5,new york,new york,northeast
1888350107,1969-01,Cincinnati Enquirer (1923-),cincinnati,"President Nixon, like Britain's Britain's labortie Harold Wilson, Wilson, will use tight money to create some unemployment unemployment to cool off overheated inflation.",local,1969,1,cincinnati,ohio,midwest
1892774189,1972-03,Indianapolis Star (1923-),indianapolis,It shatters the myth that Communist economic planning rules our inflation.,local,1972,3,indianapolis,indiana,midwest
169941242,1971-07,Chicago Tribune (1963-1996),"chicago, ill","Cost of Living Rise at 15-Month High BY LOUIS  [Chicago Tribune Press Service] WASHINGTON, July 23-Dr. Arthur F. Burns, chairman of the Federal Reserve Board, to- day endorsed President Nixon's decision to step up the fight against inflation, rather than stimulate the national economy to cut unemployment.",local,1971,7,chicago,illinois,midwest
147163737,1979-01,Washington Post  (1974-) The,"washington, dc","""The corrosive effects of inflation eat away at the ties that bind us together as a people,"" said President Carter Thursday in the third of the messages -- the budget, the State of the Union, and the Economic Report -- that make up the traditional January triad.",national,1979,1,washington,district of columbia,northeast
170125095,1980-03,Chicago Tribune (1963-1996),"chicago, ill",Remember some of those shocking Continued an page 2 How to beat inflation: Spend now Continued from page 1 prices I mentioned at the outset?,local,1980,3,chicago,illinois,midwest
162985298,1980-12,Los Angeles Times (1923-1995),"los angeles, calif","When the salaries are compared to inflation, howev- er, the study found that faculty at both the University of California and the state college system now earn 3.2% less than in 1974-75 in ""real dollars.""",local,1980,12,los angeles,california,west
170042410,1979-12,Chicago Tribune (1963-1996),"chicago, ill","Besides, some say, when inflation gets into double figures, 2 per cent or 3 per cent shrinks in significance.",local,1979,12,chicago,illinois,midwest
1888418214,1970-11,Cincinnati Enquirer (1923-),cincinnati,"We have filed for the increase so that we can assure adequate earnings to attract investors investors in a money market which, like everything everything else, has felt the impact of inflation.",local,1970,11,cincinnati,ohio,midwest
1886755072,1960-08,St. Louis Post-Dispatch (1923-),st louis,"He said inflation was every American's problem and that the nation's economic, military and spiritual strength depended on solving it.",local,1960,8,st louis,missouri,midwest
423975152,1980-09,New York Times,"new york, ny",He expects double-digit inflation to return within a year.,national,1980,9,new york,new york,northeast
1888915101,1979-03,Cincinnati Enquirer (1923-),cincinnati,"""We should have a list In two weeks of things that are feasible that make sense"" in the effort to slow Inflation of food costs, Kahn told the Senate Budget Committee.",local,1979,3,cincinnati,ohio,midwest
1009982432,1980-09,Boston Globe (1960-),"boston, mass","The unofficial Broder poll DAVID If you report politics it helps lot to fix clearly in your mind what the voters are thinking and saying before you are Inundated in the rhetoric of the candidates For that reason have begun every presidential campaign year since 1968 by doing several weeks of door-knocking on my own This year concentrated on two sets of precincts in the Dallas and De troit metropolitan areas picked by elections expert Richard Scammon as being typical of their states These precincts are key battle grounds If either Jimmy Carter or Ronald Reagan carries both Michi gan and Texas he Is virtually as sured of winning the election If the two states split as they did four years ago we are almost certain to have an other cliff-hanger Talking to voters In their homes this way you don't reach enough peo ple for your findings to have any sta tistical validity But you sure get Into your mind the hopes and fears that form the mental lens through which the American people view this elec tion On subjective basis come away with Ihe feeling that Jimmy Carter has an uphill climb to reelection maybe tougher race than the na tional polls now Indicate Carter has closed ground in the past month His main challenger Reagan has made some slips the vot ers have noted disapprovingly But as in the primaries those verbal gaffes do not seem to cause continu ing erosion of support Voters seem forgiving of Reagan In part because there is an almost universal impres sion so far unchallenged by the Democrats that he was compe tent effective governor of California John Anderson the Independent Is only marginally in the voters' con sciousness Most of them know some one of that name Is running but they don't know much about him or what he stands for The televised debates starting next Sunday will fill in some of that missing picture and very like ly Increase Anderson's support at least for awhile The peril to Anderson Is that even those who find him an attractive op tion are skeptical about whether he can win And the word spoiler comes up much too often to be com fortable for Anderson's prospects But lor now the voters' decisions seem to revolve around their judg ment of Jimmy Carter and his record and that is why he Is In trouble If you find self-described Demo crat over 45, black an Hispanic schoolteacher or another government employee at home you have probably met somebody who Is sticking with Carter So are number of women who tell you that whatever his other failings this President for four years has avoided drafting their sons 6r sending them into wjr The peace issue may grow as the campaign de But voters under 45 particular ly men are turning away from Carter In droves because of unem ployment Inflation the hostages In Iran and the pervasive sense they ex pressed that America has been Ished not enhanced in the eyes of the world during Ills Dallas policeman In his early 40s said something striking To me he said Reagan is another John Kennedy He just belongs to different party How Is that asked Reagan's motto is 'Let's make America great again he said To me that s what John Kennedy meant when he told people to ask what they could do for their country not just ask what their country could do for them Kennedy took the re- 1 for being leader Carter he Just tells you It's everybody else s fault things are going so bad If this election were simply refer- endum on Carter's first term the feel- ing you get In these precincts is the President would lose and lose bad ly But there are misgivings some serious about the alternatives and that Is what makes the outcome un certain What you sense over and over again Is the feeling that the chal lenges facing America seem to dwarf the dimensions of the men who as- to lis leadership The voters met do not think they have been given choice of three strong men of ished reputation and superb cations Quite the contrary report- er is asked insistently How come these are the only alternatives The Irony Is that these really are popular choices Carter and Reagan won with more primary election votes 1 than any previous pair of major-par- ty nominees ever accumulated John Anderson Is on the ballot by petition of hundreds of thousands of other citizens That ought to be source of com fort to the voters as they face their choice But It obviously Is not Voters under 45 particularly men are turning away from Carter in droves",local,1980,9,boston,massachusetts,northeast
1878556433,1977-09,Minneapolis Star (1947-1982),minneapolis,Inflation a problem?,local,1977,9,minneapolis,minnesota,midwest
120711591,1979-09,New York Times  (1923-),"new york, ny","For example, a married couple paying income taxes at rates up to 40 percent would have to earn almost 18 percent gross on their capital to stay even with inflation.",national,1979,9,new york,new york,northeast
158720925,1978-12,Los Angeles Times (1923-1995),"los angeles, calif","""It may not look good, but it is bet- ter than the 10% inflation rate we re facing now,"" Kahn said.",local,1978,12,los angeles,california,west
1888712310,1976-05,Cincinnati Enquirer (1923-),cincinnati,But North Carolina economy is moving fast and solidly toward toward 7 growth and 4 inflation.,local,1976,5,cincinnati,ohio,midwest
1901682680,1976-08,St. Louis Post-Dispatch (1923-),st louis,""" The reason: Inflation.",local,1976,8,st louis,missouri,midwest
1878293720,1974-09,Minneapolis Tribune (1964-1982),minneapolis,"firing line Monopolies Continued from page 13C and fiscal policy in coping with inflation.""",local,1974,9,minneapolis,minnesota,midwest
117153647,1966-02,New York Times  (1923-),"new york, ny","Whohsala prices of all items other than farm products a.nd food-the measure of inflation in the     . sector of the economy-~     by three tenths of 1 per cent, to reach 103.5 per cent on the index.",national,1966,2,new york,new york,northeast
115737329,1964-04,New York Times  (1923-),"new york, ny","Johnson, however, did not devote much attention to the cloud of inflation.",national,1964,4,new york,new york,northeast
148399843,1973-06,"Washington Post, Times Herald  (1959-1973) The","washington, dc","This is not the occasion for discussing the various proposals on this See INFLATION, G3, Col. I. Washington Post Staff Photo Dr. Otmar Emminger, deputy director of the Deutsche Bundesbank.",national,1973,6,washington,district of columbia,northeast
1878660782,1978-03,Minneapolis Tribune (1964-1982),minneapolis,We can't stop inflation at Schmitt's. but during Kimball .,local,1978,3,minneapolis,minnesota,midwest
1906330633,1974-11,Tennessean (1972-) The,nashville,"Since we are likely to have a recession with diminishing but substantial inflation well into next year, Congress will surely demand both stimulation and controls; the President will hold off as long as he can and until Congress is irrevocably committed ; he will then take that ""popular road,"" which, after six months will infuriate labor and antagonize the consumer.",local,1974,11,nashville,tennessee,southeast
119729661,1973-11,New York Times  (1923-),"new york, ny","Two Months Combined Apparently trying to make the best of a bad statistic, Mr. Stein said that consumer prices in September and October combined rose at an annual rate of slightly less than 7 per cent and added: "" This is a considerable improvement over the 10 per cent rate of the preceding six months but also indicates that progress in reducing inflation will be gradual.""",national,1973,11,new york,new york,northeast
1901019999,1970-08,St. Louis Post-Dispatch (1923-),st louis,"The construction industry has been beset in recent years by inflation, managerial and technological technological inefficiencies and problems of labor supply and utilization.",local,1970,8,st louis,missouri,midwest
133307368,1968-04,Wall Street Journal  (1923-),"new york, ny","Without both, proclaimed the Federal Reserve chief, the U.S. will face ""uncontrollable inflation or recession.""",national,1968,4,new york,new york,northeast
121314647,1980-10,New York Times  (1923-),"new york, ny","Economists on the left and right agree that an increase in defense spending of the magnitude desired by major candidates will produce inflation, stymie efforts at economic recovery, and pre-empt funds for social pro- grams.",national,1980,10,new york,new york,northeast
1821811972,1979-06,Detroit Free Press (1923-),detroit,"Magazine's associate editor Richard Barnett said replica of 78-year-old car has four horsepower horsepower engine and 26-inch bicycle bicycle tires and gets 75 m.p.g. Parts sold for around $650 in 1960, so you can count on inflation inflation raising that quite a bit.",local,1979,6,detroit,michigan,midwest
120765734,1979-08,New York Times  (1923-),"new york, ny",There are only two basic types of inflation.,national,1979,8,new york,new york,northeast
157658633,1975-04,Los Angeles Times (1923-1995),"los angeles, calif","Kenvv (UP- Thp TFiimnvn FRnnnmi, C(nm- munity is to make a $6 million grant to Kenya to offset the effects of inflation aggravated by spiraling oil prices, it was announced here.",local,1975,4,los angeles,california,west
202642567,1980-08,New Pittsburgh Courier (1966-1981),"pittsburgh, pa",But increasing the share of the defense budget inevitably means higher inflation.,local,1980,8,pittsburgh,pennsylvania,northeast
226525573,1980-08,New York Amsterdam News (1962-),"new york, ny","In fact, with good planning, the small business owner can even benefit from inflation.",local,1980,8,new york,new york,northeast
1820458418,1974-10,Detroit Free Press (1923-),detroit,"COMMENTS: ""Inflation already whipped me and wiped me out"" . . .",local,1974,10,detroit,michigan,midwest
1878373162,1975-01,Minneapolis Star (1947-1982),minneapolis,He also criticized the governor for relying too heavily on the growth of state tax revenues caused by inflation to finance his proposals.,local,1975,1,minneapolis,minnesota,midwest
1878665961,1978-06,Minneapolis Tribune (1964-1982),minneapolis,"""If you think inflation in the nation nation is bad. it is really bad in the Twin Cities,"" where housing and energy costs generally are higher than the national average, Son said. er In a higher tax bracket while reducing his buying power, which likely will result in slower retail-: sales growth In the Twin Cities during the rest of 1978, Son said.",local,1978,6,minneapolis,minnesota,midwest
1819580164,1969-04,Detroit Free Press (1923-),detroit,"Lowering taxes, at this particular moment, could probably probably get through a) and b), but not c) the threat of inflation being as it is.",local,1969,4,detroit,michigan,midwest
158632867,1978-08,Los Angeles Times (1923-1995),"los angeles, calif","""We continue to remain exceeding- ly skeptical about variable-rate mort- anop""he  stuart Davis, chairman and chief executive of Great Western Savings & Loan Assn,, Beverly Hills, Calif., speaking for the U.S. League of Sav- ings Assns., denied that variable rates would exaggerate inflation.",local,1978,8,los angeles,california,west
171705869,1978-07,Chicago Tribune (1963-1996),"chicago, ill","REPUBLICAN NATIONAL Chairman Bill Brock said the ""American people face the prospect of a possible reces- sion"" if the inflation rate  so high.",local,1978,7,chicago,illinois,midwest
1888931501,1979-05,Cincinnati Enquirer (1923-),cincinnati,"If Mr. Carter seems to have a handle on Inflation, unemployment, unemployment, and the gas pumps, and if conditions of relative peace are still In effect, he will be a tough guy to beat.",local,1979,5,cincinnati,ohio,midwest
1889160112,1980-10,Cincinnati Enquirer (1923-),cincinnati,"Republican jf ""Pocketbook Issues,"" such as taxes, government size and inflation, are on the voters' minds this election, O'Brien said.",local,1980,10,cincinnati,ohio,midwest
