file_id,year_month,title,loc,text,scope,year,month,city,state,region,annotator
1878293935,1974-07,Minneapolis Tribune (1964-1982),minneapolis,"York and California manu- VOU illSt h(lW ihf rfrailinrr she had more men's fashions ago and she's been running it here and there. a big item, she said. tiitln r-nttrsn t oij - the - counter Previous Week's Asked Bid Bid EFJohnson 13.6 Kohler 14.4 Kalleslad 1.6 KOA 34 Kearney 3.2 Kodicor 4.4 Krov 5 4 l.SupPwr 8.3 McQuoy 10.6 Medtronic 19.4 MidAmBank 6.6 MlnnGas 16.3 MlnnFab 2.6 MlnnTltle 11.0 MkaLob 12 MiracleRcc 3.7 Mr. Steak 1.1 ModMerch 4.1 MnrchCop 9.0 MTSSvs 6,5 MurphyMtr 3.4 NotlComp 26 Notnwlde 7.0 NOLB8 3.1 Nlcolct 6.0 NoClrlCos 3 4 Norklng 14,4 NWNI 112 NWPubSvc 14.3 Ollerlall 145 pacGamble 22 3 Pako 6.4 Pahst 137 Pavless '2 6 Peavey 15 2 PeerChn , 7.2 Penlolr 8 0 Possis 2.2 PlonHBr 18-7 ProvLI J3 Woven Ind 2 7 RorkelRes 2 6 RoriiK 4 5 No '.emniinl 10 6 Stl'aulLos 73 6 Schlrldhl 6,4 Seveniip 25 0 Sihnnkfcl 2 4 SMKerl I 5 2 Slernrl.lO 14 Sun Slur 2 6 lumiKix 41.6 Teiiniinl 32 0 Tt-CInc 3.4 Toro 13 6 TwnDsrfl 18 4 IwnOyRo 6 1 VTNCorp 15 VnceSndri 2 7 VunDusen 4 4 WushScI 4 6 WeutherNet 2 6 WehbPub 12.2 WestStiLf 8 0 Werner 6,5 Wlllomet 15 0 WlnterJack 16.2 WUP71L 15.1 Vnunkeri 18 4 Janata 5 6 14,4 14.2 14.4 1.7 40 3.3 4.4 54 8.4 120 24.0 6.6 17,2 3,0 110 1.2 3.6 1.1 4.4 8.6 6.4 3 5 24 7.2 3.1 42 3.4 16.6 120 16 2 16.4 220 64 14.2 13 4 16.1 72 8.4 2.4 20,7 7.4 2 7 3.1 4 6 10.4 25 4 45 25 6 24 5 4 1.4 2.7 42.0 35.4 36 136 184 6.3 1,5 2,7 64 3.7 2.7 174 80 4.5 15$ 17J 14.7 184 5.6 16.4 2.2 4 4 3.5 6,0 4.2 8.7 11.4 20.4 7.4 14.7 3.2 12 4 1.5 4 3 1.4 4 5 9.2 7.1 4 0 3 4 7.3 3.3 7.0 4 4 15.4 11,6 16 7 17.1 22.7 7.2 14.3 13.4 15 6 80 8 4 30 19 3 7.7 33 3.2 5.0 11.6 24.2 7.0 25 4 3 4 54 20 3.1 42 6 34 0 4 2 14 4 200 6 5 2 0 32 70 56 3 2 13.0 86 1 7.1 15.4 17.0 15.4 204 62 Finance Continued from page 1 1C brightened if, somehow, control could be regained over surging inflation, but no one seems to have any sure-fire answer for combating combating it.",local,1974,7,minneapolis,minnesota,midwest,mh*
1887978672,1968-09,St. Louis Post-Dispatch (1923-),st louis,Inflation cannot be checked without a business slowdown.,local,1968,9,st louis,missouri,midwest,mh*
123286970,1977-07,New York Times  (1923-),"new york, ny","The V.A. has, in fact, cut its hospital beds by 20,000 in the past ten years, doubled the number of its inpatients, tripled its outpatient services, and cut the average length of patient stay in half; cost to the taxpayers of each episode of patient care has been by approximately 21 percent in 1967 dollars-that is, disregarding inflation.",national,1977,7,new york,new york,northeast,mh*
1893168770,1970-08,Indianapolis Star (1923-),indianapolis,Others Others found the value of their savings eroded by inflation.,local,1970,8,indianapolis,indiana,midwest,mh*
1039137859,1980-08,"Christian Science Monitor, The","boston, mass","He says inflation, on the other hand, will be a problem at least through the year, keeping pace with the nation.",local,1980,8,boston,massachusetts,northeast,mh*
134479630,1980-10,Wall Street Journal  (1923-),"new york, ny","Today's consumer price report should bear out Carter's economic record of ""misery and despair,"" the GOP nominee said in St. Petersburg, Fla, Reagan offered a balanced budget by 1983 to curb inflation.",national,1980,10,new york,new york,northeast,mh*
172206138,1980-12,Chicago Tribune (1963-1996),"chicago, ill","He notes that disposable personal income, ad- justed for inflation, rose steadily since the end of. the i974-75 recession However, it peaked during the furst quarter of 1979 and has settled at a slightly lower level since then.",local,1980,12,chicago,illinois,midwest,mh*
1893456875,1980-03,Indianapolis Star (1923-),indianapolis,"One development on the positive side, brought on by rises in both inflation and interest rates, is reviving talk of balancing balancing the budget of the federal govern ment, not just sometime but now.",local,1980,3,indianapolis,indiana,midwest,mh*
1901666010,1976-03,St. Louis Post-Dispatch (1923-),st louis,It was called to emphasize public employes' discontent with automatic automatic wage raises that they said trail the country's 13 per pent annual inflation spiral. f: Humphrey Ex-Aid's Sentence Upheld NEW .,local,1976,3,st louis,missouri,midwest,mh*
134499655,1980-08,Wall Street Journal  (1923-),"new york, ny","The Tories say that when they entered office, pre-election spending programs devised by the former Labor Party government had swelled the money supply and touched off fresh inflation.",national,1980,8,new york,new york,northeast,mh*
1886169676,1974-09,Cincinnati Enquirer (1923-),cincinnati,"However, if the fundamental fundamental cause of our inflation is removed, I feel confident that our free market economy economy will provide the main stimulus to building the productivity of the nation.""",local,1974,9,cincinnati,ohio,midwest,mh*
1892991440,1975-02,Indianapolis Star (1923-),indianapolis,Mac McArthur Realtors 244 0344 BEAT INFLATION Repossessed homes.,local,1975,2,indianapolis,indiana,midwest,mh*
1878378253,1975-04,Minneapolis Tribune (1964-1982),minneapolis,"V Lawrence Cohen budget at this year's level could mean a 6-percent reduction reduction in city services because of inflation, but that city Officials ""will work1 over the next six months to try to increase our productivity.""",local,1975,4,minneapolis,minnesota,midwest,mh*
146129301,1974-09,Washington Post  (1974-) The,"washington, dc","""The real danger,"" says David Grove, NB/[ economist, ""is that we (may) get a wage explosion that feeds on , and then the inflation figures will turn out much wors...""",national,1974,9,washington,district of columbia,northeast,mh*
1821966100,1980-08,Detroit Free Press (1923-),detroit,"The public now sees him as a failure but it could change Ranney cites objective criteria: Inflation has soared, unemployment is up more than 800,000.",local,1980,8,detroit,michigan,midwest,mh*
1892381628,1966-08,Indianapolis Star (1923-),indianapolis,'They figure inflation's here to stay.,local,1966,8,indianapolis,indiana,midwest,mh*
1878529702,1977-04,Minneapolis Tribune (1964-1982),minneapolis,"Prices of industrial commodities, however, a major component of the Wholesale Price Index, increased increased by eight-tenths of 1 percent, percent, making March the fourth consecutive month in which the inflation rate for industrial products products has risen.",local,1977,4,minneapolis,minnesota,midwest,mh*
172123203,1980-09,Chicago Tribune (1963-1996),"chicago, ill","Stevenson ID., 111I  tle   said the embargo has  ill ai   r, a  trade deficit, inflation, ;)lld]           .'' '  all that,' lie , ""I must aiso say Itlilt (ie  coes not deserve another. ,it Woi(illi  tIe nation and embarrass its r ,"" Slevenson saili.",local,1980,9,chicago,illinois,midwest,mh*
1903242510,1975-03,St. Louis Post-Dispatch (1923-),st louis,"The prices vary, but the end result is inflation in the Easter basket as well as everywhere else, this because of the rising cost of such ingredients as sugar and cocoa beans.",local,1975,3,st louis,missouri,midwest,mh*
157579020,1974-10,Los Angeles Times (1923-1995),"los angeles, calif","""Inflation is still a real problem, but more and more investors are be- ginning to think that an annual yield of 10% is well worth the risk.""",local,1974,10,los angeles,california,west,mh*
1878218293,1974-12,Minneapolis Tribune (1964-1982),minneapolis,"; FREE CLINICS Monday and ' Thursday at 7 P.M. Nortrek Sports , . . 7840 Portland Ave. So. ' J 884-2576 ' Portland atW4 fWli iyi: (X$$mH ewg (MED iS mm m8to rni-gn mm New York Times Service Seoul, South Korea While other nations have hesitated between fighting inflation or recession, the South Korean government recently adopted a strong program designed to stimulate stimulate the, ' economy , and avoid unemployment even at the risk of higher prices. , .. .",local,1974,12,minneapolis,minnesota,midwest,mh*
143106693,1967-09,"Washington Post, Times Herald  (1959-1973) The","washington, dc","Some of the .ies feel i.hat the la\ will >'-after perhaps a moni:h or so of  the hill in  yes, because they must, The deficit, and the inflation that \vould otherwise result would he too fearful to .",national,1967,9,washington,district of columbia,northeast,mh*
162754385,1980-04,Los Angeles Times (1923-1995),"los angeles, calif","The predictable result that when the controls collapsed, inflation shot up to 16%.",local,1980,4,los angeles,california,west,mh*
1901702895,1976-03,St. Louis Post-Dispatch (1923-),st louis,"Carter wraps up the problems and solutions in one piece of easily digested rhetoric: ""In order to reduce inflation and strive for a more controllable budget, the single domestic economic thrust should be toward employment.""",local,1976,3,st louis,missouri,midwest,mh*
158666906,1978-07,Los Angeles Times (1923-1995),"los angeles, calif",But this has been offset by a surge of inflation well beyond what the Pres- ident s economic advisers expected.,local,1978,7,los angeles,california,west,mh*
1903233550,1975-01,St. Louis Post-Dispatch (1923-),st louis,LOUIS POST-DISPATCH MaSiliild8 Freedom Of Press Mexico's Oil Strike MEXICO CITY THE TOLL TAKEN BY INFLATION in the Americas to the south is as damaging as anywhere in the world.,local,1975,1,st louis,missouri,midwest,mh*
134125453,1977-03,Wall Street Journal  (1923-),"new york, ny","NEW YORK--Market prices rebounded as the inflation jitters subsided a bit, dealers said.",national,1977,3,new york,new york,northeast,mh*
175835647,1968-09,Chicago Tribune (1963-1996),"chicago, ill","Qualified borrowers will have no trouble getting a mortgage, but interest rates will remain relatively high so long as inflation continues to foster intense competition for savings from outside the mortgage field.""",local,1968,9,chicago,illinois,midwest,mh*
1820437174,1974-07,Detroit Free Press (1923-),detroit,"""Inflation and high interest rates have now become become major depressants on the automobile mar- ket,"" said Chrysler Chairman Lynn Townsend and President John Riccardo.",local,1974,7,detroit,michigan,midwest,mh*
133797096,1973-08,Wall Street Journal  (1923-),"new york, ny","""In the last few weeks, the inflation situation has been getting better,"" Sun Yuan-suan, minister of economic affairs, contends.",national,1973,8,new york,new york,northeast,mh*
1868678834,1979-07,Courier-Journal (1923-) The,louisville,Gold coins keep up with inflation over the long run.,local,1979,7,louisville,kentucky,southeast,mh*
1039143586,1980-08,"Christian Science Monitor, The","boston, mass","We reply, inflation and unemployment are the biggest spenders of all.",local,1980,8,boston,massachusetts,northeast,mh*
1892801857,1972-08,Indianapolis Star (1923-),indianapolis,"IN A SEPARATE Interview, Interview, Dr. Ezra Solomon said there was ""no reason"" why inflation could not be reduced to the neighborhood of 1.5 per cent a year, a level not achieved since the early 1960s.",local,1972,8,indianapolis,indiana,midwest,mh*
120737081,1979-09,New York Times  (1923-),"new york, ny",Inflation has accelerated.,national,1979,9,new york,new york,northeast,mh*
1861141878,1962-03,Minneapolis Morning Tribune (1939-1964) The,minneapolis,"""My program program is not based on inflation inflation at all.",local,1962,3,minneapolis,minnesota,midwest,mh*
1888409520,1970-06,Cincinnati Enquirer (1923-),cincinnati,"Given the historical assumption that the going rate of money in times of no inflation inflation is 3, acceptance of a 6 rate of inflation adds up to bond"" yields of 9; of a 7 rate of inflation, bond yields of 10; of an 8 rate of Inflation, bond yields of 11, etc.",local,1970,6,cincinnati,ohio,midwest,mh*
1901822983,1978-02,St. Louis Post-Dispatch (1923-),st louis,Blumenthal said inflation is the primary economic concern of the administration because a renewal of the high rates of 1973 and 1974 could erode the progress made in the intervening years.,local,1978,2,st louis,missouri,midwest,mh*
423963686,1980-08,New York Times,"new york, ny","The party had become so rowdy, with inflation-drunk participants knocking each other about, that dramatically different procedures were needed.",national,1980,8,new york,new york,northeast,mh*
1900403444,1963-06,Nashville Tennessean (1923-1972),nashville,"Harveys Madison is open Formfit C. Formfit's ""Fiesta"" in cotton and lycra spandex, circle stitched cotton cups, with sheer lycra spandex band; unique underarm insert; white, sizes 32 to 40 B, 32 to 42 C 3.95; D cups 32 to 42 $5 Formfit H. Formfit's newest ""Inflation"" bra, fully padded yet light as can be of soft satin glo tricot; lingerie type strap has elastic insert in back; white, sizes 32 to 36 A and B $5 Peter Pan N. Peter Pan's ""Hidden Treasure"" bra with foam lined cups to add smoothness smoothness to the bustline. cotton with can't curl band In white, sizes 32 to 36 A, 32 to 38 B and C 3.95 e t? r fi -mm vuiiuts i, I .... . . j f r J every night, M outlay thrwuyh Saturday, till H! , (mt. m ii iniiiriniH ii 'ii Peter Pan 3: D. Peter Pan's new ""Natural Treasure"" Treasure"" of cool zephaira cotton batiste with shell lining for the in-between size actionette feature allows each cup to adjust to your size, dainty embroidered embroidered trim; white on whits or pastel blue, yellow or pink; sizes 32 to 36 A and B 3.95 Peter Pan J. Peter Pan's ""Honeycomb"" padded bra with elastic under and around cup section for perfect fit; drip dry cotton with cotton cups; white or black, 32 to 36 A, 32 to 38 B and C 3.95 Maidenform O. Sweet Music by Maidenform In cotton, with spoke-stitched cups with extra support in lower cup section, vyrene elastic band around and between between the cups for custom fit; white, sizes 32 to 36 A, 32 to 38 B and C, $3; 32 to 40 D 3.50 Come in. call AL 4-951 1 or use handy coupon!",local,1963,6,nashville,tennessee,southeast,mh*
518728029,1973-07,Boston Globe (1960-),"boston, mass",And inflation races ahead even of the pay hikes that exceed the inadequate 5.5 percent (plus 0.7 for fringes) federal guideline.,local,1973,7,boston,massachusetts,northeast,mh*
133192436,1967-08,Wall Street Journal  (1923-),"new york, ny",",tion-Hedge Idea, Questioned The same banker, and other economic observers, also question the premise that. common stocks are effective hedges against rampant inflation.",national,1967,8,new york,new york,northeast,mh*
1905855272,1970-01,Nashville Tennessean (1923-1972),nashville,"And the crucial point ""these pressures against inflation will continue if demand remains below potential potential output, even though demand demand begins to rise more rapidly.""",local,1970,1,nashville,tennessee,southeast,mh*
133166579,1967-11,Wall Street Journal  (1923-),"new york, ny",Mills : Do they then not make a contrl- button to the cost-push inflation that we are fearful of?,national,1967,11,new york,new york,northeast,mh*
1326180683,1961-12,New York Herald Tribune (1926-1962),"new york, ny",Marine Marine Brazil Port Pay Soars Freight Rate Rise Due By Walter Hamshar steamship operator warned yesterday that freight rates to Brazilian ports may have to no up soon because cargo handling costs there have gone out of control Rolf Kersten di rector of Columbus Line pre dicted possible Increase at an Interview In his company s offices 26 Broadway He said that carRO- costs in Rio de Janeiro have been In chaotic state for some time but that they reached climax during the week end when dock unions announced 50 per cent wage increase plus another 50 per cent in crease In fringe benefits While the waRe Increases will be offset somewhat by the In trend of the Brazilian cruzeiro about 310 cruzeiros to the dollar on the free market and about 350 on the gray market non- Brazilian steamship companies have also been experiencing slowdown in production by dock workers which make oper ations to South America even more expensive through ship delays Mr Kirsten said Raises at Will Dock workers in Brazil have become the elite of that coun try s labor because they can Impose wage increases with virtually no negotiations Mr Kersten said This contrasts with shore industries where wage costs have advanced more slowly despite inflation You Just get the news you have to pay extra costs he said adding that lawyers and physicians in Brazil are now finding it more lucrative to suspend their practices to earn some cash from foreign' steam ship lines on the waterfront The cost of moving cargo on the piers in Rio has become so expensive that ships don't want to work overtime Mr Kersten said Overtime penalty rates graduate upward rapidly the longer docker works If he works late enough Into the night he can collect an hourly rate six times higher than the day rate Mr Kersten said The high-cargo handling costs to Brazil are absorbing almost all the present freight rates on ship cargoes Cargo has also declined drastically to South America he said Line Worried Officials of Moorc-McCor- mack Lines which maintain service to Brazil said they are worried about conditions in the South American nation Some fantastic wage de mands have been presented by office workers In Santos ac cording to reports reaching the company s New York offices while there have been rumors of other' wage increases Mr Kersten left early yester day for San Francisco to con tinue tour of his company s offices in the IJnitcd States His headquarters are In Hamburg Germany Nielsen Co- 1 lumbus Line's vice-president directs its operations in New York Mr Kersten said his com pany is now operating fleet of seventy ships including four new vessels of its 25 million building program Three of the four are in the company s serv ice from the continent to the east coast of South America The fourth the Cap San Au- gustin has been assigned to the Columbus Line's service from Canadian and American At lantic ports to South America and is due Dec 13 in New York on its maiden voyage Briefs Graiicnlombiana las announced an Improved service for shippers to the west coast of South America from New Or leans and Houston Service will be on weekly basis to Cristo bal Buenaventura Guayaquil and fortnightly to Callao These ports were previously served fortnightly The Colonial Sand Stone Co has begun to receive deliv eries on million order for twenty-five additional deck scows which will increase the company s capacity to meet next year s anticipated demand The Japanese ship Xaess Clipper left Newport News yes terday with the largest cargo of coal ever put to sea The Naess Clipper is on return leg of her maiden voyage bound for one of the largest Japanese steel firms The Yawata Iron and Steel Co,local,1961,12,new york,new york,northeast,mh*
171345478,1976-05,Chicago Tribune (1963-1996),"chicago, ill","Inflation-particularly wage inflation- has been Britain's major problem, a problem exacerbated by a habit of yield- ing to unions' every demand and by government spending beyond the gov- ernment s means to collect.",local,1976,5,chicago,illinois,midwest,mh*
1007384950,1980-07,Boston Globe (1960-),"boston, mass",CRITIC S TIP MOVIES VIEWER S LIFELINE How to Beat the High Cost of Living Is lifeline thrown to the moviegoer drowning In sea of trashy summer fare The comedy does the Impossible making inflation funny It's also sendup of caper movies Susan St James Jessica Lange and Jane Curtin play off each superbly as three women whose marriages have been hurt by lack of money Director Robert Scheerer and sce and coproducer Robert Kaufman have nice sense of timing At the PI Alley Boston and suburban cinemas Bruce McCabe CONCERTS WELCOME RETURN It Is early vocal music at Castle Hill In Ipswich which means the welcome seasonal return of Jantlna Noorman and Max von Egmond who will head the cast of fully staged performance of Purcell's Dido and Aeneas tomorrow and Saturday at 8:30 On Sunday afternoon these two excelling artists appear In recital at 5:30 when they survey five centuries of song from the Renaissance to the romantic era What could be more wonderful Richard Dyer CONCERTS KEYED TO THE ECONOMY The blues as usual are on the upswing as the economy continues to nosedive The blues won t put bread on your table but they ll make It easier to get grin back on your face If temporarily Two strong blues bills are In sight both at Jonathan Swift's Next Tuesday and 1 1 finds the burning Chicago guitarist Son Seals preceded by Minneapolis' underrated Lamont Cranston Band who opened so convincingly for Bonnie Raltt last fall at the Music Hall Then the following Sunday will heat up with the Legendary Bines Band Mud dy Waters' old band who have Just split from him along with the irrepressible Duke Roblllard Steue Morse,local,1980,7,boston,massachusetts,northeast,mh*
1906267053,1974-03,Tennessean (1972-) The,nashville,"The Nixon Administration rejects Kennedy's formula, offering offering a 1973 budget which straddles the fence, sort of waiting to see whether it must give priority to fighting inflation inflation or fighting a recession.",local,1974,3,nashville,tennessee,southeast,mh*
1867925020,1973-06,Courier-Journal (1923-) The,louisville,'Everybody's business' The battle against inflation is everybody's everybody's business.,local,1973,6,louisville,kentucky,southeast,mh*
157078586,1972-12,Los Angeles Times (1923-1995),"los angeles, calif","But now that business is picking up, Nixon men say the nation has three choices: (1) pay more taxes (2) accept a higher rate of inflation or (3) try to put a tight rein on federal spending.",local,1972,12,los angeles,california,west,mh*
1893447438,1980-03,Indianapolis Star (1923-),indianapolis,"""The cause of inflation is the United States Congress that continually spends more money than it takes in,"" he said.",local,1980,3,indianapolis,indiana,midwest,mh*
133109088,1966-09,Wall Street Journal  (1923-),"new york, ny","They do not realize that it is the accumulated distortion of prolonged inflation, not an attempt to nip it in the bud, that puts the economy ""through the windshield.""",national,1966,9,new york,new york,northeast,mh*
1893401111,1979-01,Indianapolis Star (1923-),indianapolis,The survey also found near-unanimous agreement that inflation is the No. 1 concern of the American people.,local,1979,1,indianapolis,indiana,midwest,mh*
1901562894,1974-08,St. Louis Post-Dispatch (1923-),st louis,"""All through Mr. Nixon's at tempts to impound funds to reduce reduce inflation, Eagleton was attacking him.",local,1974,8,st louis,missouri,midwest,mh*
134390541,1979-05,Wall Street Journal  (1923-),"new york, ny","In calculating the Inflation-adjusted, or ""real,"" figures, the department said It assumed prices for the equipment would climb by 7""l^ this year, the same as last year.",national,1979,5,new york,new york,northeast,mh*
147047011,1980-11,Washington Post  (1974-) The,"washington, dc","Meanwhile, inflation will be taking its toll, too.",national,1980,11,washington,district of columbia,northeast,mh*
146892712,1978-01,Washington Post  (1974-) The,"washington, dc","Government cannot eliminate poverty, or provide a bountiful economy, or reduce inflation, or save our cities, or cure illiteracy, or provide energy. .. .""",national,1978,1,washington,district of columbia,northeast,mh*
170407064,1968-02,Chicago Tribune (1963-1996),"chicago, ill",It is usually the little man who believes that the federal X government is fighting inflation while the financially-minded man knows that the government is making inflation and takes steps to pro- tect himself against its ravages.,local,1968,2,chicago,illinois,midwest,mh*
171447790,1976-11,Chicago Tribune (1963-1996),"chicago, ill","What was ballyhooed two and three years ago, is starting to come in now.1 Glazov contends the reason is that overseas investors, scared by inflation and advancing socialism in their own countries, now are becoming sophisti- cated  about the American real estate market to become involved.",local,1976,11,chicago,illinois,midwest,mh*
1821809671,1979-06,Detroit Free Press (1923-),detroit,"""It Is largely rhetorical to argue that regulation Increases Inflation, even though it produces higher costs.""",local,1979,6,detroit,michigan,midwest,mh*
1892443300,1966-09,Indianapolis Star (1923-),indianapolis,"When this is coupled with the business business tax proposals, he seems to be proposing more of a redistribution of inflation than an outright curtailment curtailment of it.",local,1966,9,indianapolis,indiana,midwest,mh*
146177619,1974-06,Washington Post  (1974-) The,"washington, dc",The bean seems to catch  of the 5Iexican spiral of inflation.,national,1974,6,washington,district of columbia,northeast,mh*
1868877776,1980-10,Courier-Journal (1923-) The,louisville,"On Friday, he complained in New Jersey that increased food prices had spurred the newest round of inflation Yesterday he boasted that prices for corn, wheat, cattle and milk had reached new highs under his adminis tration.",local,1980,10,louisville,kentucky,southeast,mh*
1867777428,1972-12,Courier-Journal (1923-) The,louisville,"Other parts of the program, which Finance Minister Valery Giscard d'Estaing said he hopes will get the rate of inflation down to 4 per cent next year, involve stiffer controls over bank credit, higher rates on savings accounts and a renewed plea to trade unions to check wage demands.",local,1972,12,louisville,kentucky,southeast,mh*
1821692207,1978-10,Detroit Free Press (1923-),detroit,"But Carter, in his speech, promised not to fight inflation by inducing a ""deliberate recession, recession, which would throw millions of people people out of work.""",local,1978,10,detroit,michigan,midwest,mh*
1868134869,1975-06,Courier-Journal (1923-) The,louisville,"The Trade Union Congress, Congress, so far responsive to left-wing pressures, pressures, will have to decide whether it wants jobs or more inflation.",local,1975,6,louisville,kentucky,southeast,mh*
117844979,1970-11,New York Times  (1923-),"new york, ny",The U.A.W. sought full protection against inflation; the company offered protection against 2 pei' cent or 3 per cent inflation a year.,national,1970,11,new york,new york,northeast,mh*
